priority_ratio,package_ratio,real_package_ratio,total_orders,complete_orders,complete_orders_percentage,orders_with_priority_1,complete_orders_with_priority_1,complete_orders_with_priority_1_percentage,orders_with_priority_2,complete_orders_with_priority_2,complete_orders_with_priority_2_percentage,Total_time_between_order_and_delivery_prio1,Total_time_between_order_and_delivery_prio2,total_wait_time_sec,total_delay_time_sec,total_req_time_sec,total_time_sec,avg_dist_traveled_km,avg_empty_dist_traveled_km,avg_rebl_dist_traveled_km,avg_time_traveled_s,avg_empty_time_traveled_s,avg_rebl_time_traveled_s
1.3,0.80,3.9986320109439126,3654,3340,91.40667761357416,2923,2668,91.27608621279508,731,672,91.92886456908344,27.07841572963521,29.320101686507936,1252277.0099999998,2224181.0500000003,2040441.2300000044,5516899.290000005,394.07088347376737,43.44341815968771,33.32567444710958,77821.57566666671,9028.935666666668,4483.1680000000015
1.3,0.85,5.6923076923076925,3654,3301,90.33935413245759,3108,2801,90.12226512226512,546,500,91.57509157509158,27.3574147328335,29.45919733333336,1251941.8099999991,2218721.8299999977,2010799.4000000022,5481463.039999999,391.64591287821236,44.91460279791934,35.83239026401262,77750.33800000005,9374.016,4897.253333333332
1.3,0.90,9.01095890410959,3654,3306,90.47619047619048,3289,2975,90.45302523563393,365,331,90.68493150684931,27.43234448179278,30.523691339375628,1254825.730000002,2234603.5800000024,2013444.6900000065,5502874.000000011,392.9871541274264,45.24051939418199,38.53813274537451,77775.74266666667,9338.360999999999,5420.472999999999
1.3,0.95,19.076923076923077,3654,3341,91.43404488232075,3472,3171,91.33064516129032,182,170,93.4065934065934,27.456000998633456,29.890990196078448,1251229.7800000028,2238244.7600000016,2039192.3099999977,5528666.850000002,390.90168629346834,43.33822538011565,32.135249785217574,77694.05300000009,9095.687333333335,4407.769666666668
1.4,0.05,0.05241935483870968,3654,3425,93.7328954570334,182,166,91.20879120879121,3472,3259,93.86520737327189,25.39350903614458,28.405122788176346,1392315.760000001,2337527.1700000004,2077414.1300000015,5807257.060000003,390.2279412660454,44.50302315704137,36.21065638616416,77713.80066666666,9297.576333333334,5097.807666666666
1.4,0.10,0.11097598054119794,3654,3419,93.56869184455391,365,340,93.15068493150685,3289,3079,93.6150805716023,25.971768137254912,28.665998376096162,1379129.5799999987,2367607.0900000026,2078843.9400000027,5825580.610000004,391.1787100811286,41.331713865039625,39.2316782213174,77794.75633333335,8756.322333333332,5462.409
1.4,0.15,0.17567567567567569,3654,3404,93.15818281335522,546,500,91.57509157509158,3108,2904,93.43629343629344,25.775467333333324,28.68076825068871,1372159.900000001,2323173.6100000003,2075267.5699999998,5770601.080000002,392.5821012027718,45.11597944856273,36.59263291900087,77765.0873333334,9350.356666666667,4884.285
1.4,0.20,0.2500855285665412,3654,3384,92.61083743842364,731,667,91.24487004103968,2923,2717,92.95244611700308,25.84506071964017,29.012930928720447,1354621.2400000007,2342367.570000001,2067018.5200000047,5764007.330000007,392.98113484173797,42.324922370440184,39.60056710558229,77785.18866666677,8749.552333333333,5414.707333333333
1.4,0.25,0.33357664233576645,3654,3411,93.34975369458128,914,834,91.2472647702407,2740,2577,94.05109489051095,26.410828737010398,29.05149016944769,1369889.6299999997,2365450.9700000016,2078198.6800000016,5813539.280000003,387.61036553844764,41.800765811679646,34.45221862367222,77681.93566666673,8810.999666666665,4671.675999999999
1.4,0.30,0.42790152403282533,3654,3410,93.32238642583471,1095,1012,92.42009132420091,2559,2398,93.70847987495115,26.318098484848484,29.183293438976897,1364181.8099999994,2354115.7099999962,2078629.6800000006,5796927.199999996,391.8585966373152,43.51553299244448,37.096963079531086,77797.53100000009,9126.425666666668,5167.751999999998
1.4,0.35,0.5378787878787878,3654,3391,92.8024083196497,1278,1172,91.70579029733959,2376,2219,93.39225589225589,25.98630489192264,29.187065419858797,1340552.3599999999,2318069.8900000006,2054700.5999999996,5713322.85,394.3841811994804,43.152022724565015,40.025733261331396,77779.38766666673,9002.576666666664,5427.8933333333325
1.4,0.40,0.666970802919708,3654,3422,93.65079365079364,1462,1351,92.40766073871409,2192,2071,94.47992700729927,26.454905132001002,29.180123611781774,1357509.8600000008,2332860.049999999,2079986.860000005,5770356.770000005,388.63367113869543,43.85910808779739,32.16017335547075,77772.2993333334,9329.603333333334,4367.587666666667
1.4,0.45,0.817910447761194,3654,3410,93.32238642583471,1644,1511,91.90997566909975,2010,1899,94.4776119402985,26.55040701522173,29.346982446901844,1343704.609999999,2339326.429999998,2067824.040000002,5750855.079999998,387.81000778643494,43.111850627616334,32.02218877973675,77686.86733333339,9100.437999999998,4420.544999999999
1.4,0.50,1.0,3654,3366,92.11822660098522,1827,1674,91.6256157635468,1827,1692,92.61083743842364,26.324661589008365,29.707882387706864,1319474.9099999988,2306199.0799999987,2034319.2400000033,5659993.23,392.15798228839196,43.986208426541154,38.08792758524438,77734.52200000004,9055.030333333332,4995.212
1.4,0.55,1.2226277372262773,3654,3352,91.73508483853311,2010,1833,91.19402985074628,1644,1519,92.39659367396594,26.22349208947083,29.45478373930221,1298995.8100000022,2233113.320000003,2036459.5200000003,5568568.650000006,390.2752873648082,43.222437137663434,43.1952172898455,77720.36333333337,9128.986666666668,5982.861666666667
1.4,0.60,1.4993160054719563,3654,3377,92.41926655719759,2192,2006,91.51459854014598,1462,1371,93.77564979480164,26.872142323030882,29.72164211038173,1305226.1199999992,2318661.069999999,2055346.1400000006,5679233.329999998,393.25089191584044,43.85886503014142,35.352782130429844,77772.37966666673,8802.621666666668,4819.8313333333335
1.4,0.65,1.8591549295774648,3654,3335,91.26984126984127,2376,2144,90.23569023569024,1278,1191,93.1924882629108,26.970775186567167,29.801821438567035,1295194.180000001,2267364.3599999994,2036600.1400000001,5599158.680000001,389.24762271498145,43.861075218572545,34.14066446272769,77649.53633333338,9310.064,4927.319999999999
1.4,0.70,2.336986301369863,3654,3367,92.1455938697318,2559,2348,91.75459163735835,1095,1019,93.05936073059361,26.92833631459401,30.150071965979734,1298392.7200000004,2287360.9900000016,2051285.7100000028,5637039.420000005,388.7206445017919,41.83070819552285,31.90279728890791,77771.77466666671,8743.17333333333,4608.8859999999995
1.4,0.75,2.99781181619256,3654,3346,91.57088122605364,2740,2501,91.27737226277372,914,845,92.45076586433261,26.84455877648942,29.854196646942782,1272174.840000002,2236758.279999997,2032969.1400000027,5541902.260000002,389.2089828645264,44.39186685884658,34.316138514377194,77717.72366666672,9315.695000000002,4702.964333333333
1.4,0.80,3.9986320109439126,3654,3384,92.61083743842364,2923,2691,92.06294902497434,731,693,94.8016415868673,26.907296482100865,30.498095959595947,1284808.32,2273640.270000005,2054114.33,5612562.9200000055,391.1066772915408,42.903932727630064,34.120128574956695,77783.07233333337,8802.220333333331,4654.659666666667
1.4,0.85,5.6923076923076925,3654,3298,90.25725232621784,3108,2790,89.76833976833977,546,508,93.04029304029304,27.369033333333327,30.169542979002653,1247106.3200000003,2235872.3800000018,2018165.1499999973,5501143.85,395.3636145564355,43.5315627757096,41.19118356856289,77716.61233333335,9128.109999999999,5413.306999999999
1.4,0.90,9.01095890410959,3654,3326,91.02353585112206,3289,2976,90.4834296138644,365,350,95.89041095890411,27.70011217517923,31.015844761904763,1285772.6299999997,2282546.6000000006,2029145.540000003,5597464.770000003,393.03269159352243,46.35132946147273,33.86032539905277,77543.2726666667,9506.228,4558.7446666666665
1.4,0.95,19.076923076923077,3654,3270,89.49096880131363,3472,3106,89.45852534562212,182,164,90.10989010989012,27.82951540030052,31.234015243902448,1232352.02,2243877.19,2017421.9900000046,5493651.200000005,392.48964384339973,42.23514443529424,36.16592533514556,77810.34633333333,8733.865000000002,5050.946999999999
1.5,0.05,0.05241935483870968,3654,3455,94.55391351943076,182,175,96.15384615384616,3472,3280,94.47004608294931,26.15853904761905,28.676705792682945,1431780.7399999953,2388859.7200000044,2097599.900000004,5918240.360000004,390.3872651455956,42.00202599626496,37.89903571039376,77820.01166666675,8831.307999999997,5281.998000000001
1.5,0.10,0.11097598054119794,3654,3433,93.95183360700602,365,332,90.95890410958904,3289,3101,94.28397689267254,25.32936646586347,28.81708647748037,1422855.1800000016,2360083.9799999967,2083328.929999999,5866268.089999997,391.53578291808816,45.23981079169948,39.4449604471459,77652.11766666669,9253.044666666667,5514.115
1.5,0.15,0.17567567567567569,3654,3415,93.4592227695676,546,494,90.47619047619048,3108,2921,93.98326898326899,25.12747098515521,28.996535946593635,1419404.4099999988,2335610.9499999993,2071695.7700000023,5826711.130000001,390.0407392206243,46.18689847178508,36.198224529571306,77813.69733333336,9743.086,4999.719
1.5,0.20,0.2500855285665412,3654,3413,93.40448823207444,731,667,91.24487004103968,2923,2746,93.9445774888813,25.62890579710144,29.132130128671992,1393056.1599999997,2352392.809999997,2080029.600000002,5825478.569999998,392.0846424292071,42.57532666865586,37.10544909261075,77803.64433333339,8996.896,5061.767666666667
1.5,0.25,0.33357664233576645,3654,3428,93.81499726327313,914,836,91.46608315098469,2740,2592,94.5985401459854,25.097719497607653,29.531064814814847,1398482.930000001,2376968.390000001,2076121.4900000026,5851572.810000004,390.36980915134944,42.014840625904405,37.52048925483836,77725.43733333338,9013.725,5216.121999999999
1.5,0.30,0.42790152403282533,3654,3402,93.10344827586206,1095,1007,91.96347031963471,2559,2395,93.59124658069558,25.75954237007613,29.81549213639526,1389353.7899999998,2383232.080000001,2068291.899999998,5840877.77,391.28505586893607,43.669948894194995,34.429146982029536,77791.26966666669,9191.425333333334,4587.613
1.5,0.35,0.5378787878787878,3654,3410,93.32238642583471,1278,1175,91.94053208137716,2376,2235,94.06565656565657,26.62010893617023,29.647658389261746,1376119.1900000004,2406378.390000001,2069971.0899999999,5852468.670000002,392.4461481339321,42.13425643294365,36.702883266853426,77811.81633333341,8511.379333333332,4953.832666666666
1.5,0.40,0.666970802919708,3654,3426,93.76026272577997,1462,1352,92.47606019151847,2192,2074,94.61678832116789,25.955842702169623,29.57915686274512,1357526.0700000008,2354213.790000002,2074628.3800000004,5786368.240000003,388.9250318282977,41.95837825036631,37.59970937488918,77772.63633333337,8800.677666666665,5218.452333333333
1.5,0.45,0.817910447761194,3654,3414,93.43185550082102,1644,1517,92.2749391727494,2010,1897,94.37810945273633,26.422809492419237,29.591617290458608,1373243.6800000006,2327083.509999998,2072794.8099999996,5773121.999999998,390.3727991916897,43.66635963547125,34.66050484825838,77702.56233333335,9239.551666666664,4751.894333333333
1.5,0.50,1.0,3654,3382,92.55610290093048,1827,1674,91.6256157635468,1827,1708,93.48659003831418,26.625799482277966,30.19952107728335,1344247.7399999988,2366230.2799999984,2058664.199999999,5769142.219999996,387.3699698337253,41.77697539859729,31.937208859007317,77752.48266666675,8860.633999999998,4607.751
1.5,0.55,1.2226277372262773,3654,3389,92.74767378215654,2010,1853,92.18905472636816,1644,1536,93.43065693430657,26.519135006296114,30.35403808593749,1337148.9800000014,2353965.4599999976,2054711.1400000022,5745825.580000001,390.81136307543477,43.483514970631866,33.78318968721666,77778.87966666667,9108.471666666666,4719.12
1.5,0.60,1.4993160054719563,3654,3388,92.72030651340997,2192,2014,91.87956204379562,1462,1374,93.98084815321478,26.587977159880857,30.003728772440574,1326550.1299999994,2296528.2500000037,2063320.1800000009,5686398.560000004,391.4348258967461,43.8268453660861,34.11367772556434,77775.7623333334,9046.416666666664,4895.509666666666
1.5,0.65,1.8591549295774648,3654,3370,92.22769567597153,2376,2170,91.32996632996633,1278,1200,93.89671361502347,26.86992557603688,30.470373611111118,1331806.0599999987,2321326.920000001,2039198.2300000018,5692331.210000001,391.6318644040059,44.1545790081374,37.14386898802502,77767.07066666677,9190.263000000003,4907.535
1.5,0.70,2.336986301369863,3654,3362,92.0087575259989,2559,2328,90.97303634232122,1095,1034,94.42922374429224,27.277259664948453,30.655187298517077,1320771.6700000009,2338529.459999997,2052634.3200000005,5711935.449999998,390.3065190485383,42.079622212485994,33.83975135511572,77808.78200000005,9126.310666666663,4599.936333333333
1.5,0.75,2.99781181619256,3654,3351,91.70771756978654,2740,2499,91.2043795620438,914,852,93.21663019693655,26.71772935841005,31.13801917057902,1289506.660000002,2270143.989999995,2038181.2300000056,5597831.880000003,389.36153770367633,42.5709498584362,33.49336229269137,77805.78533333339,8961.561333333335,4626.1269999999995
1.5,0.80,3.9986320109439126,3654,3349,91.65298303229338,2923,2663,91.10502907971262,731,686,93.84404924760602,26.954072412066587,30.779779640427577,1284395.2399999986,2247579.6299999957,2041642.550000004,5573617.419999998,390.09875895531974,44.65177883264277,33.81741240364538,77724.97666666671,9263.449666666666,4681.3910000000005
1.5,0.85,5.6923076923076925,3654,3308,90.53092501368363,3108,2789,89.73616473616474,546,519,95.05494505494505,27.325832138161832,30.693632305716122,1252989.7100000011,2265475.5600000015,2010039.1899999985,5528504.460000001,391.13898238930125,43.943596945442394,36.46777627786869,77726.54866666671,9175.836666666668,5073.334999999998
1.5,0.90,9.01095890410959,3654,3352,91.73508483853311,3289,3003,91.30434782608695,365,349,95.61643835616438,27.35367560217561,31.927540592168096,1281816.2799999975,2271187.7900000038,2044143.9,5597147.970000001,389.0323976176484,45.371345104452786,28.6683646947282,77749.82266666675,9527.657000000003,4112.379
1.5,0.95,19.076923076923077,3654,3309,90.55829228243022,3472,3139,90.4089861751152,182,170,93.4065934065934,27.4652582563449,32.63361078431371,1250543.5599999991,2248371.000000003,2006755.0099999967,5505669.569999998,388.602040215858,42.574982903309284,35.363394880821176,77791.7586666667,8989.179,4936.399000000001
1.6,0.05,0.05241935483870968,3654,3457,94.60864805692393,182,173,95.05494505494505,3472,3284,94.5852534562212,25.60642100192678,28.769378400324847,1435826.710000003,2399945.760000003,2098740.5000000014,5934512.970000008,391.61507661232247,42.44727146790478,40.34984689986982,77812.72366666673,8827.412333333332,5300.417333333333
1.6,0.10,0.11097598054119794,3654,3467,94.88232074438972,365,333,91.23287671232876,3289,3134,95.2873213742779,25.12128878878877,29.048905977451607,1459229.4200000009,2410647.129999995,2094403.0800000036,5964279.63,389.72941551012934,44.12141499796329,35.844195798823804,77754.52000000005,9368.729666666668,5013.777
1.6,0.15,0.17567567567567569,3654,3472,95.01915708812261,546,516,94.50549450549451,3108,2956,95.10939510939511,25.07692021963824,29.03103743797929,1449705.4200000027,2375755.420000001,2099865.4100000025,5925326.250000006,389.7250117153456,45.55261998043746,33.151549593204585,77742.44700000006,9640.28166666667,4593.9873333333335
1.6,0.20,0.2500855285665412,3654,3474,95.07389162561576,731,678,92.74965800273598,2923,2796,95.65514881970579,25.540305063913475,29.257491535526917,1443639.1499999992,2418756.5999999996,2084820.6399999978,5947216.389999997,390.02338694815774,43.545458242883264,33.3148317269124,77804.61366666674,9123.651333333335,4555.579666666667
1.6,0.25,0.33357664233576645,3654,3417,93.51395730706075,914,835,91.3566739606127,2740,2582,94.23357664233576,26.078103193612762,29.248391815130404,1406124.9600000004,2347523.3499999978,2084025.5200000033,5837673.830000002,388.20665275488415,44.417289901039695,32.89920209390409,77840.5853333334,9261.300666666666,4806.459999999998
1.6,0.30,0.42790152403282533,3654,3455,94.55391351943076,1095,1010,92.23744292237443,2559,2445,95.54513481828839,25.55009669966997,29.61370163599184,1417210.6899999997,2386396.6199999996,2089058.5800000038,5892665.890000003,387.4848863653584,42.95096172612997,33.097543822414536,77705.96600000007,9127.946999999998,4532.612999999999
1.6,0.35,0.5378787878787878,3654,3433,93.95183360700602,1278,1175,91.94053208137716,2376,2258,95.03367003367003,25.98060680851064,30.167029598464744,1426813.8399999996,2420452.720000001,2071395.3900000025,5918661.950000003,389.19121009361544,42.9224724402683,35.441023430278634,77791.86000000006,9036.149666666668,4883.718333333334
1.6,0.40,0.666970802919708,3654,3396,92.9392446633826,1462,1326,90.69767441860465,2192,2070,94.43430656934306,25.887396053293102,30.451722383252836,1392015.8499999996,2399438.8700000006,2050250.4300000006,5841705.15,391.585051964217,44.38066870622074,38.91660010594955,77803.91866666671,9191.249000000002,5376.312333333332
1.6,0.45,0.817910447761194,3654,3396,92.9392446633826,1644,1508,91.72749391727494,2010,1888,93.93034825870647,25.974667882404944,30.3599182556497,1365478.3599999999,2352356.039999999,2071525.089999999,5789359.489999998,389.97049588150446,45.09448766078742,32.55788580511465,77823.62600000009,9391.305,4724.553
1.6,0.50,1.0,3654,3362,92.0087575259989,1827,1651,90.36672140120416,1827,1711,93.65079365079364,26.485186856450632,31.27074771089031,1377035.6199999996,2412716.7799999993,2044125.17,5833877.569999998,389.77658704617716,44.41783353610218,38.29187515874777,77797.00700000006,9198.937666666665,5226.06
1.6,0.55,1.2226277372262773,3654,3391,92.8024083196497,2010,1844,91.7412935323383,1644,1547,94.09975669099757,26.075401482284885,29.98852833441065,1339927.589999998,2279366.919999997,2049223.1100000013,5668517.619999996,387.43193479276977,45.15414280809124,31.67050559335065,77790.94500000005,9575.153999999999,4428.518666666667
1.6,0.60,1.4993160054719563,3654,3378,92.44663382594418,2192,2011,91.74270072992701,1462,1367,93.50205198358414,26.738055196419644,30.75002194586687,1344657.7200000004,2357658.8299999963,2046013.9899999988,5748330.539999995,388.679097519457,42.60996890485994,31.007337375872126,77857.24766666674,9029.498666666665,4418.235666666666
1.6,0.65,1.8591549295774648,3654,3361,91.98139025725233,2376,2160,90.9090909090909,1278,1201,93.97496087636932,26.77055524691362,31.558644601720786,1349852.9799999997,2358991.6800000044,2034735.230000001,5743579.890000004,392.1719410948565,43.83257030392631,35.65799337769268,77786.19933333338,8993.304,4816.1883333333335
1.6,0.70,2.336986301369863,3654,3353,91.7624521072797,2559,2329,91.01211410707307,1095,1024,93.51598173515981,26.72581601545731,30.69986344401043,1297419.2600000002,2290401.150000001,2033044.7300000035,5620865.140000004,391.4231264650568,42.53299348778805,38.01041714321163,77778.2156666667,9004.317000000001,5099.2446666666665
1.6,0.75,2.99781181619256,3654,3359,91.92665571975917,2740,2496,91.0948905109489,914,863,94.42013129102844,27.01544043803419,31.54241946697566,1322814.8600000008,2318525.2799999956,2037758.700000003,5679098.84,390.01796050765796,43.81583083214875,33.64480510668322,77733.69366666672,9237.109666666667,4553.8966666666665
1.6,0.80,3.9986320109439126,3654,3347,91.59824849480022,2923,2640,90.31816626753336,731,707,96.71682626538988,27.032744318181813,31.110661951909485,1279444.0000000007,2288412.629999998,2033844.3500000003,5601700.9799999995,390.5569133660557,42.96814982822782,31.097708294546848,77795.36000000007,8893.060666666664,4301.304666666667
1.6,0.85,5.6923076923076925,3654,3316,90.74986316365627,3108,2805,90.25096525096525,546,511,93.58974358974359,27.19264480095072,32.79421885192433,1271823.3899999987,2275945.710000002,2034223.770000005,5581992.870000006,390.6845103893166,44.41418906397188,34.549721317620644,77813.44966666674,9172.631333333333,4826.787
1.6,0.90,9.01095890410959,3654,3303,90.39408866995073,3289,2958,89.93615080571603,365,345,94.52054794520548,27.34056547216588,32.281362318840586,1261034.9399999985,2247208.78,2012384.040000002,5520627.76,395.30439115015093,44.570629474047685,37.758333249364576,77805.26800000007,9091.008,5068.673666666667
1.6,0.95,19.076923076923077,3654,3284,89.87411056376574,3472,3114,89.6889400921659,182,170,93.4065934065934,27.414748554913274,32.419645098039226,1243780.010000001,2198366.949999998,2010705.0399999975,5452851.999999996,393.9862381697922,45.626962881532485,38.35954014118621,77696.18900000003,9443.537666666669,5265.592333333335
1.7,0.05,0.05241935483870968,3654,3476,95.12862616310892,182,169,92.85714285714286,3472,3307,95.24769585253456,24.153452662721897,28.727620199576645,1469681.1399999987,2388388.449999998,2086980.8200000026,5945050.409999999,390.94938158299504,46.38932294637579,36.84542638136255,77832.3916666667,9586.491666666665,5209.752000000001
1.7,0.10,0.11097598054119794,3654,3473,95.04652435686918,365,345,94.52054794520548,3289,3128,95.1048951048951,25.342833816425124,28.63447772804774,1440928.3899999985,2360220.8599999975,2097566.190000004,5898715.44,394.0485708686099,46.649267640776124,37.11479552376088,77612.06000000007,9636.127999999999,4810.518333333334
1.7,0.15,0.17567567567567569,3654,3470,94.96442255062945,546,508,93.04029304029304,3108,2962,95.3024453024453,24.608850721784773,29.419404175106898,1456788.9799999977,2414453.3800000018,2107251.9199999995,5978494.279999999,390.5591107602882,44.87210286806298,32.79209536369004,77818.47000000002,9321.371000000001,4438.0689999999995
1.7,0.20,0.2500855285665412,3654,3460,94.69074986316366,731,671,91.79206566347469,2923,2789,95.41566883339036,25.394167163437654,29.626062447711263,1457039.62,2424655.0500000007,2098299.7900000014,5979994.460000003,390.3912958159719,43.80502623002847,35.11299838016517,77803.6683333334,9224.89766666667,4765.160999999998
1.7,0.25,0.33357664233576645,3654,3435,94.00656814449918,914,834,91.2472647702407,2740,2601,94.92700729927007,25.22962869704237,29.908962258105866,1432972.2100000004,2409921.0500000026,2087190.0099999984,5930083.270000001,388.6167996450574,43.96580897539715,34.98804389841196,77832.29800000008,9190.128666666664,4839.543
1.7,0.30,0.42790152403282533,3654,3424,93.7055281882868,1095,1007,91.96347031963471,2559,2417,94.45095740523642,25.791067692816945,30.134999034615966,1426660.1100000024,2442085.120000002,2059728.6400000027,5928473.870000007,390.2395218998825,43.94420390499321,37.86039088759006,77788.87433333341,9273.916,5030.819333333332
1.7,0.35,0.5378787878787878,3654,3416,93.48659003831418,1278,1176,92.01877934272301,2376,2240,94.27609427609427,25.696450255102032,30.18269925595239,1412956.8700000003,2382967.9599999995,2073771.480000001,5869696.3100000005,389.7244962472345,46.09430654213413,33.626002585924724,77813.45600000006,9540.130000000003,4620.0470000000005
1.7,0.40,0.666970802919708,3654,3438,94.08866995073892,1462,1359,92.95485636114911,2192,2079,94.8448905109489,26.043555064998777,30.087849927849895,1407288.1099999992,2383555.0899999975,2085906.68,5876749.879999996,388.1169736595373,45.30801580324214,31.54093768551583,77729.19500000004,9432.056999999999,4508.671666666666
1.7,0.45,0.817910447761194,3654,3400,93.04871373836892,1644,1508,91.72749391727494,2010,1892,94.12935323383084,25.907882183908022,31.618589411557398,1409431.7299999977,2461517.309999996,2062538.4100000001,5933487.449999994,390.9974520692243,42.702739299532446,35.38651623298324,77851.99000000005,8981.049333333332,4776.682666666666
1.7,0.50,1.0,3654,3422,93.65079365079364,1827,1686,92.28243021346469,1827,1736,95.01915708812261,25.916708481613277,30.298003744239608,1378091.9799999972,2333720.5799999977,2065761.7400000014,5777574.299999996,387.30335525175303,43.94435200164258,30.381088145946357,77761.79966666672,9329.824666666664,4347.159999999999
1.7,0.55,1.2226277372262773,3654,3377,92.41926655719759,2010,1836,91.34328358208955,1644,1541,93.73479318734793,26.93645842411038,31.309218581008,1381959.4499999983,2425410.2600000007,2054800.9,5862170.609999999,388.9703945830887,43.58404474572306,31.57899988871568,77823.77300000003,9281.734999999999,4413.165999999999
1.7,0.60,1.4993160054719563,3654,3380,92.50136836343732,2192,1990,90.78467153284672,1462,1390,95.07523939808482,26.267731909547724,31.227953357314167,1342967.5899999987,2353914.880000001,2043896.0300000012,5740778.500000001,389.3382178839535,43.09066872297216,34.87347472618667,77755.08600000007,9047.388,4856.253
1.7,0.65,1.8591549295774648,3654,3387,92.69293924466338,2376,2186,92.003367003367,1278,1201,93.97496087636932,26.695823040561148,32.136710380238696,1357103.0899999985,2403634.6700000004,2056457.7400000026,5817195.500000002,391.9551399427054,42.506425653463346,37.55097131015249,77783.29866666673,8770.476333333332,5036.216333333334
1.7,0.70,2.336986301369863,3654,3370,92.22769567597153,2559,2324,90.8167252833138,1095,1046,95.52511415525115,26.54072138554217,31.757333492670487,1326637.4500000002,2315653.9699999997,2051637.02,5693928.4399999995,392.09814363189196,45.5477504842995,32.03376956071079,77761.1806666667,9430.64866666667,4308.17
1.7,0.75,2.99781181619256,3654,3365,92.09085933223864,2740,2503,91.35036496350365,914,862,94.31072210065645,26.45727626847782,32.85259648105183,1320679.8500000003,2315746.6999999993,2036063.4899999998,5672490.039999999,391.36463334660107,43.25448300352536,36.47186979525504,77713.61400000007,9081.126666666665,4920.765
1.7,0.80,3.9986320109439126,3654,3302,90.36672140120416,2923,2617,89.53130345535409,731,685,93.70725034199727,27.240192969048508,33.01761021897808,1291368.5200000005,2333409.4999999963,2009500.8599999996,5634278.879999996,390.6902021802638,42.47995840153077,33.848514725619694,77828.07200000003,8827.323666666667,4699.854
1.7,0.85,5.6923076923076925,3654,3327,91.05090311986864,3108,2819,90.7014157014157,546,508,93.04029304029304,27.527402388553835,32.44558891076115,1292138.4599999986,2326506.1799999974,2026281.7500000002,5644926.389999996,393.802853055394,43.92185761724196,34.50494725143215,77746.14366666674,9064.233,4680.5960000000005
1.7,0.90,9.01095890410959,3654,3354,91.78981937602627,3289,3008,91.45636971723928,365,346,94.79452054794521,27.146576351950383,32.654503371868984,1278676.0599999984,2262638.110000005,2036007.4200000025,5577321.590000006,388.89791467292696,45.071231951920694,33.39134698696066,77746.20366666671,9456.917,4569.2773333333325
1.7,0.95,19.076923076923077,3654,3352,91.73508483853311,3472,3180,91.58986175115207,182,172,94.50549450549451,27.11119905660382,32.8230746124031,1261615.9000000008,2218156.4400000037,2031778.5700000045,5511550.910000009,391.4967195025196,44.28974834604998,35.08302492343432,77710.15100000004,9258.863000000003,4747.403666666667
1.8,0.05,0.05241935483870968,3654,3494,95.62123700054734,182,175,96.15384615384616,3472,3319,95.59331797235023,24.071628571428572,29.104999045897404,1499584.4999999977,2434975.7300000098,2114161.3800000018,6048721.610000009,390.43735336812824,46.23758029495084,36.127698007715225,77816.83133333338,9763.889333333334,4942.105999999999
1.8,0.10,0.11097598054119794,3654,3470,94.96442255062945,365,343,93.97260273972603,3289,3127,95.07449072666464,24.505034499514103,29.34870589489395,1489934.9200000013,2423559.960000002,2097222.9299999992,6010717.810000002,390.0236715344065,44.66160325924937,31.832280085018382,77740.38266666669,9291.905,4390.598333333333
1.8,0.15,0.17567567567567569,3654,3476,95.12862616310892,546,500,91.57509157509158,3108,2976,95.75289575289575,24.993400999999995,29.884224238351283,1494134.210000001,2484660.280000003,2107134.620000001,6085929.110000005,389.61604640552173,42.72687420459882,32.941316574180625,77836.61866666673,8935.222666666667,4474.16
1.8,0.20,0.2500855285665412,3654,3472,95.01915708812261,731,684,93.57045143638851,2923,2788,95.38145740677386,25.4380168128655,29.970608620277364,1474503.0199999998,2484064.4400000004,2098892.1599999974,6057459.619999997,388.82020994206033,43.61701005505626,31.988954016330002,77806.48633333338,9183.781666666668,4229.635333333334
1.8,0.25,0.33357664233576645,3654,3457,94.60864805692393,914,846,92.5601750547046,2740,2611,95.2919708029197,25.001504137115848,30.56877537342014,1486528.7599999986,2478989.13,2092462.8100000012,6057980.7,388.7117605406413,44.757568509891115,33.365147908498656,77826.71666666673,9474.974666666665,4553.813999999999
1.8,0.30,0.42790152403282533,3654,3466,94.85495347564313,1095,1014,92.6027397260274,2559,2452,95.81867917155138,25.124481591058494,29.843271071234348,1437009.879999997,2391542.779999998,2090562.840000001,5919115.499999996,387.62021637787836,44.719946143937456,33.25916165563531,77763.02433333341,9386.568666666666,4534.448333333334
1.8,0.35,0.5378787878787878,3654,3432,93.92446633825944,1278,1185,92.72300469483568,2376,2247,94.57070707070707,25.39172728551338,30.75134653612228,1441607.7000000011,2436460.2600000044,2073180.3900000015,5951248.350000007,391.30296317027734,44.52936928376481,33.97085946079027,77801.62500000009,9339.526000000002,4677.407000000001
1.8,0.40,0.666970802919708,3654,3422,93.65079365079364,1462,1339,91.58686730506156,2192,2083,95.02737226277372,25.4228932038835,30.825384541526645,1414925.6400000008,2419497.3500000024,2060608.8099999973,5895031.800000001,391.52958195766263,43.941409746142206,33.98611435371485,77777.74433333338,9152.978333333333,4558.404
1.8,0.45,0.817910447761194,3654,3415,93.4592227695676,1644,1516,92.21411192214111,2010,1899,94.4776119402985,25.5928906112577,31.12046243637,1410897.41,2404697.3799999994,2058200.0299999993,5873794.819999998,388.8591360858515,43.196762585916616,34.39320189789677,77838.6606666667,9188.532,4687.218333333333
