ptime,onid,dnid,prio
2023-03-13 00:00:21.343874,1502.0,2494.0,1
2023-03-13 00:00:42.687748,1058.0,949.0,1
2023-03-13 00:01:04.031622,1291.0,1010.0,1
2023-03-13 00:01:25.375496,1777.0,1643.0,1
2023-03-13 00:01:46.719370,1598.0,3022.0,1
2023-03-13 00:02:08.063244,2715.0,2811.0,1
2023-03-13 00:02:29.407118,1647.0,2850.0,1
2023-03-13 00:02:50.750992,2136.0,1564.0,1
2023-03-13 00:03:12.094866,1383.0,2155.0,1
2023-03-13 00:03:33.438740,487.0,1145.0,1
2023-03-13 00:03:54.782614,952.0,1440.0,1
2023-03-13 00:04:16.126488,2403.0,1826.0,1
2023-03-13 00:04:37.470362,2116.0,3917.0,1
2023-03-13 00:04:58.814236,217.0,1101.0,1
2023-03-13 00:05:20.158110,1059.0,1179.0,1
2023-03-13 00:05:41.501984,1383.0,943.0,1
2023-03-13 00:06:02.845858,2343.0,1627.0,1
2023-03-13 00:06:24.189732,1197.0,1292.0,1
2023-03-13 00:06:45.533606,2437.0,2026.0,1
2023-03-13 00:07:06.877480,612.0,2238.0,1
2023-03-13 00:07:28.221354,2128.0,2231.0,2
2023-03-13 00:07:49.565228,471.0,1787.0,2
2023-03-13 00:08:10.909102,328.0,1292.0,2
2023-03-13 00:08:32.252976,1784.0,2025.0,2
2023-03-13 00:08:53.596850,504.0,1076.0,2
2023-03-13 00:09:14.940724,1362.0,2467.0,2
2023-03-13 00:09:36.284598,2015.0,2754.0,2
2023-03-13 00:09:57.628472,1362.0,1349.0,2
2023-03-13 00:10:18.972346,3200.0,1877.0,2
2023-03-13 00:10:40.316220,2720.0,2018.0,2
2023-03-13 00:11:01.660094,398.0,2948.0,2
2023-03-13 00:11:23.003968,1586.0,1403.0,2
2023-03-13 00:11:44.347842,1899.0,1643.0,2
2023-03-13 00:12:05.691716,1368.0,2137.0,2
2023-03-13 00:12:27.035590,2936.0,1978.0,2
2023-03-13 00:12:48.379464,1654.0,1059.0,2
2023-03-13 00:13:09.723338,1201.0,933.0,2
2023-03-13 00:13:31.067212,2743.0,2113.0,2
2023-03-13 00:13:52.411086,2273.0,2672.0,2
2023-03-13 00:14:13.754960,299.0,557.0,2
2023-03-13 00:14:35.098834,1650.0,991.0,1
2023-03-13 00:14:56.442708,2539.0,2705.0,1
2023-03-13 00:15:17.786582,1043.0,1271.0,1
2023-03-13 00:15:39.130456,429.0,2336.0,1
2023-03-13 00:16:00.474330,2751.0,3253.0,1
