ptime,onid,dnid,prio
2023-03-13 00:00:21.343874,1502.0,2494.0,1
2023-03-13 00:00:42.687748,821.0,1307.0,1
2023-03-13 00:01:04.031622,2106.0,1556.0,2
2023-03-13 00:01:25.375496,1336.0,1765.0,2
2023-03-13 00:01:46.719370,1872.0,1383.0,2
2023-03-13 00:02:08.063244,1560.0,1027.0,2
2023-03-13 00:02:29.407118,932.0,1622.0,2
2023-03-13 00:02:50.750992,1541.0,3070.0,2
2023-03-13 00:03:12.094866,2637.0,3532.0,2
2023-03-13 00:03:33.438740,990.0,1753.0,2
2023-03-13 00:03:54.782614,3550.0,2882.0,2
2023-03-13 00:04:16.126488,1761.0,1754.0,2
2023-03-13 00:04:37.470362,1124.0,1745.0,2
2023-03-13 00:04:58.814236,206.0,1278.0,2
2023-03-13 00:05:20.158110,467.0,1712.0,2
2023-03-13 00:05:41.501984,1781.0,1692.0,2
2023-03-13 00:06:02.845858,1236.0,1239.0,2
2023-03-13 00:06:24.189732,2148.0,1720.0,2
2023-03-13 00:06:45.533606,245.0,600.0,2
2023-03-13 00:07:06.877480,2760.0,2520.0,2
2023-03-13 00:07:28.221354,1229.0,670.0,2
2023-03-13 00:07:49.565228,1452.0,1603.0,2
2023-03-13 00:08:10.909102,638.0,234.0,1
2023-03-13 00:08:32.252976,2640.0,1990.0,2
2023-03-13 00:08:53.596850,2126.0,1414.0,2
2023-03-13 00:09:14.940724,1536.0,2007.0,2
2023-03-13 00:09:36.284598,1522.0,1154.0,2
2023-03-13 00:09:57.628472,456.0,1166.0,2
2023-03-13 00:10:18.972346,2310.0,1397.0,2
2023-03-13 00:10:40.316220,1791.0,2461.0,2
2023-03-13 00:11:01.660094,3532.0,3663.0,2
2023-03-13 00:11:23.003968,2752.0,2755.0,2
2023-03-13 00:11:44.347842,2069.0,2295.0,2
2023-03-13 00:12:05.691716,715.0,1364.0,2
2023-03-13 00:12:27.035590,696.0,2026.0,2
2023-03-13 00:12:48.379464,1892.0,2861.0,2
2023-03-13 00:13:09.723338,1097.0,3375.0,2
2023-03-13 00:13:31.067212,1215.0,1048.0,2
2023-03-13 00:13:52.411086,1346.0,1146.0,2
2023-03-13 00:14:13.754960,1222.0,1706.0,2
2023-03-13 00:14:35.098834,765.0,1943.0,2
2023-03-13 00:14:56.442708,1745.0,1107.0,2
2023-03-13 00:15:17.786582,1350.0,592.0,2
2023-03-13 00:15:39.130456,1663.0,1875.0,1
2023-03-13 00:16:00.474330,2803.0,836.0,2
2023-03-13 00:16:21.818204,1208.0,662.0,2
2023-03-13 00:16:43.162078,1036.0,853.0,2
2023-03-13 00:17:04.505952,1779.0,2124.0,2
2023-03-13 00:17:25.849826,2577.0,991.0,2
2023-03-13 00:17:47.193700,561.0,1658.0,2
2023-03-13 00:18:08.537574,1274.0,3090.0,2
2023-03-13 00:18:29.881448,1051.0,1863.0,2
2023-03-13 00:18:51.225322,2206.0,1632.0,2
2023-03-13 00:19:12.569196,2084.0,2485.0,2
2023-03-13 00:19:33.913070,3532.0,1761.0,2
2023-03-13 00:19:55.256944,2894.0,3328.0,2
2023-03-13 00:20:16.600818,1793.0,1121.0,2
2023-03-13 00:20:37.944692,569.0,1081.0,2
2023-03-13 00:20:59.288566,2085.0,2867.0,2
2023-03-13 00:21:20.632440,1654.0,2398.0,2
2023-03-13 00:21:41.976314,299.0,557.0,2
2023-03-13 00:22:03.320188,720.0,709.0,2
2023-03-13 00:22:24.664062,1107.0,2411.0,2
2023-03-13 00:22:46.007936,2705.0,2654.0,2
2023-03-13 00:23:07.351810,2638.0,2142.0,1
2023-03-13 00:23:28.695684,2394.0,2169.0,2
2023-03-13 00:23:50.039558,2644.0,1265.0,2
2023-03-13 00:24:11.383432,1502.0,2494.0,2
2023-03-13 00:24:32.727306,952.0,1166.0,2
2023-03-13 00:24:54.071180,260.0,1545.0,2
2023-03-13 00:25:15.415054,764.0,2942.0,2
2023-03-13 00:25:36.758928,901.0,1840.0,2
2023-03-13 00:25:58.102802,2257.0,2213.0,2
2023-03-13 00:26:19.446676,1247.0,1653.0,2
2023-03-13 00:26:40.790550,2792.0,2061.0,2
2023-03-13 00:27:02.134424,2428.0,2432.0,2
2023-03-13 00:27:23.478298,1685.0,2664.0,2
2023-03-13 00:27:44.822172,942.0,1450.0,2
2023-03-13 00:28:06.166046,2079.0,707.0,2
2023-03-13 00:28:27.509920,2768.0,551.0,2
2023-03-13 00:28:48.853794,1679.0,1765.0,2
2023-03-13 00:29:10.197668,618.0,817.0,2
2023-03-13 00:29:31.541542,1362.0,2467.0,2
2023-03-13 00:29:52.885416,1281.0,1239.0,2
2023-03-13 00:30:14.229290,1818.0,2472.0,2
2023-03-13 00:30:35.573164,1360.0,1773.0,1
2023-03-13 00:30:56.917038,2741.0,2165.0,2
2023-03-13 00:31:18.260912,802.0,258.0,2
2023-03-13 00:31:39.604786,2260.0,1262.0,2
2023-03-13 00:32:00.948660,1626.0,2080.0,2
2023-03-13 00:32:22.292534,2384.0,2707.0,2
2023-03-13 00:32:43.636408,3407.0,2106.0,2
2023-03-13 00:33:04.980282,1056.0,1682.0,2
2023-03-13 00:33:26.324156,623.0,1896.0,2
2023-03-13 00:33:47.668030,447.0,433.0,2
2023-03-13 00:34:09.011904,570.0,873.0,2
2023-03-13 00:34:30.355778,1648.0,1093.0,2
2023-03-13 00:34:51.699652,1480.0,1100.0,2
2023-03-13 00:35:13.043526,952.0,887.0,2
2023-03-13 00:35:34.387400,744.0,1077.0,2
2023-03-13 00:35:55.731274,411.0,1452.0,2
2023-03-13 00:36:17.075148,1791.0,3208.0,2
2023-03-13 00:36:38.419022,2792.0,2409.0,2
2023-03-13 00:36:59.762896,2633.0,2886.0,2
2023-03-13 00:37:21.106770,589.0,1690.0,2
2023-03-13 00:37:42.450644,1592.0,873.0,2
2023-03-13 00:38:03.794518,2375.0,1291.0,1
2023-03-13 00:38:25.138392,2077.0,2416.0,2
2023-03-13 00:38:46.482266,268.0,1840.0,2
2023-03-13 00:39:07.826140,1745.0,1081.0,2
2023-03-13 00:39:29.170014,2794.0,2331.0,2
2023-03-13 00:39:50.513888,2165.0,2517.0,2
2023-03-13 00:40:11.857762,643.0,886.0,2
2023-03-13 00:40:33.201636,2437.0,2192.0,2
2023-03-13 00:40:54.545510,1743.0,875.0,2
2023-03-13 00:41:15.889384,937.0,1678.0,2
2023-03-13 00:41:37.233258,745.0,1136.0,2
2023-03-13 00:41:58.577132,1628.0,1422.0,2
2023-03-13 00:42:19.921006,2716.0,1291.0,2
2023-03-13 00:42:41.264880,2342.0,2020.0,2
2023-03-13 00:43:02.608754,1596.0,862.0,2
2023-03-13 00:43:23.952628,1545.0,184.0,2
2023-03-13 00:43:45.296502,1959.0,2444.0,2
2023-03-13 00:44:06.640376,1735.0,2336.0,2
2023-03-13 00:44:27.984250,1337.0,1514.0,2
2023-03-13 00:44:49.328124,1759.0,2447.0,2
2023-03-13 00:45:10.671998,1649.0,162.0,2
2023-03-13 00:45:32.015872,1101.0,1654.0,1
2023-03-13 00:45:53.359746,1874.0,47.0,2
2023-03-13 00:46:14.703620,2542.0,2514.0,2
2023-03-13 00:46:36.047494,1940.0,2137.0,2
2023-03-13 00:46:57.391368,1157.0,2142.0,2
2023-03-13 00:47:18.735242,426.0,2383.0,2
2023-03-13 00:47:40.079116,2406.0,2871.0,2
2023-03-13 00:48:01.422990,952.0,1642.0,2
2023-03-13 00:48:22.766864,339.0,508.0,2
2023-03-13 00:48:44.110738,1337.0,2760.0,2
2023-03-13 00:49:05.454612,2281.0,1043.0,2
2023-03-13 00:49:26.798486,1536.0,2185.0,2
2023-03-13 00:49:48.142360,1773.0,2037.0,2
2023-03-13 00:50:09.486234,1260.0,54.0,2
2023-03-13 00:50:30.830108,2261.0,1897.0,2
2023-03-13 00:50:52.173982,1722.0,2438.0,2
2023-03-13 00:51:13.517856,952.0,1745.0,2
2023-03-13 00:51:34.861730,1468.0,2169.0,2
2023-03-13 00:51:56.205604,395.0,687.0,2
2023-03-13 00:52:17.549478,1043.0,769.0,2
2023-03-13 00:52:38.893352,1539.0,726.0,2
2023-03-13 00:53:00.237226,1789.0,1152.0,1
2023-03-13 00:53:21.581100,1905.0,3130.0,2
2023-03-13 00:53:42.924974,3104.0,1696.0,2
2023-03-13 00:54:04.268848,557.0,2238.0,2
2023-03-13 00:54:25.612722,725.0,2486.0,2
2023-03-13 00:54:46.956596,2529.0,2468.0,2
2023-03-13 00:55:08.300470,697.0,1021.0,2
2023-03-13 00:55:29.644344,1829.0,2531.0,2
2023-03-13 00:55:50.988218,1669.0,1803.0,2
2023-03-13 00:56:12.332092,1486.0,896.0,2
2023-03-13 00:56:33.675966,1482.0,1892.0,2
2023-03-13 00:56:55.019840,1346.0,1779.0,2
2023-03-13 00:57:16.363714,1501.0,1115.0,2
2023-03-13 00:57:37.707588,2801.0,627.0,2
2023-03-13 00:57:59.051462,1862.0,1476.0,2
2023-03-13 00:58:20.395336,1852.0,1596.0,2
2023-03-13 00:58:41.739210,55.0,597.0,2
2023-03-13 00:59:03.083084,1516.0,1098.0,2
2023-03-13 00:59:24.426958,2904.0,2475.0,2
2023-03-13 00:59:45.770832,1804.0,1393.0,2
2023-03-13 01:00:07.114706,1059.0,2225.0,2
2023-03-13 01:00:28.458580,1218.0,1940.0,1
2023-03-13 01:00:49.802454,203.0,988.0,2
2023-03-13 01:01:11.146328,915.0,2829.0,2
2023-03-13 01:01:32.490202,2184.0,811.0,2
2023-03-13 01:01:53.834076,283.0,987.0,2
2023-03-13 01:02:15.177950,1758.0,1059.0,2
2023-03-13 01:02:36.521824,1386.0,2726.0,2
2023-03-13 01:02:57.865698,1701.0,1512.0,2
2023-03-13 01:03:19.209572,2386.0,1744.0,2
2023-03-13 01:03:40.553446,394.0,1178.0,2
2023-03-13 01:04:01.897320,2452.0,1927.0,2
2023-03-13 01:04:23.241194,1840.0,1839.0,2
2023-03-13 01:04:44.585068,1284.0,796.0,2
2023-03-13 01:05:05.928942,1698.0,1393.0,2
2023-03-13 01:05:27.272816,372.0,524.0,2
2023-03-13 01:05:48.616690,612.0,2238.0,2
2023-03-13 01:06:09.960564,1773.0,1004.0,2
2023-03-13 01:06:31.304438,425.0,47.0,2
2023-03-13 01:06:52.648312,910.0,380.0,2
2023-03-13 01:07:13.992186,1999.0,988.0,2
2023-03-13 01:07:35.336060,2551.0,2390.0,2
2023-03-13 01:07:56.679934,429.0,2336.0,1
2023-03-13 01:08:18.023808,3001.0,2635.0,2
2023-03-13 01:08:39.367682,2274.0,2055.0,2
2023-03-13 01:09:00.711556,1432.0,2238.0,2
2023-03-13 01:09:22.055430,139.0,1025.0,2
2023-03-13 01:09:43.399304,1689.0,1299.0,2
2023-03-13 01:10:04.743178,865.0,1684.0,2
2023-03-13 01:10:26.087052,1566.0,897.0,2
2023-03-13 01:10:47.430926,2392.0,2824.0,2
2023-03-13 01:11:08.774800,1677.0,2684.0,2
2023-03-13 01:11:30.118674,614.0,232.0,2
2023-03-13 01:11:51.462548,938.0,1774.0,2
2023-03-13 01:12:12.806422,546.0,973.0,2
2023-03-13 01:12:34.150296,2069.0,896.0,2
2023-03-13 01:12:55.494170,232.0,1959.0,2
2023-03-13 01:13:16.838044,2494.0,1840.0,2
2023-03-13 01:13:38.181918,898.0,1768.0,2
2023-03-13 01:13:59.525792,1124.0,1983.0,2
2023-03-13 01:14:20.869666,1101.0,1872.0,2
2023-03-13 01:14:42.213540,1236.0,3990.0,2
2023-03-13 01:15:03.557414,2637.0,1369.0,2
2023-03-13 01:15:24.901288,1891.0,101.0,1
2023-03-13 01:15:46.245162,896.0,1805.0,2
2023-03-13 01:16:07.589036,1557.0,2313.0,2
2023-03-13 01:16:28.932910,2731.0,1741.0,2
2023-03-13 01:16:50.276784,714.0,1368.0,2
2023-03-13 01:17:11.620658,1667.0,2304.0,2
2023-03-13 01:17:32.964532,1557.0,901.0,2
2023-03-13 01:17:54.308406,394.0,508.0,2
2023-03-13 01:18:15.652280,782.0,1835.0,2
2023-03-13 01:18:36.996154,2000.0,2232.0,2
2023-03-13 01:18:58.340028,948.0,736.0,2
2023-03-13 01:19:19.683902,638.0,1208.0,2
2023-03-13 01:19:41.027776,2982.0,47.0,2
2023-03-13 01:20:02.371650,1287.0,2898.0,2
2023-03-13 01:20:23.715524,1468.0,454.0,2
2023-03-13 01:20:45.059398,1174.0,3980.0,2
2023-03-13 01:21:06.403272,1420.0,418.0,2
2023-03-13 01:21:27.747146,1798.0,1589.0,2
2023-03-13 01:21:49.091020,1157.0,436.0,2
2023-03-13 01:22:10.434894,1475.0,1801.0,2
2023-03-13 01:22:31.778768,261.0,56.0,2
2023-03-13 01:22:53.122642,1179.0,2043.0,1
2023-03-13 01:23:14.466516,407.0,868.0,2
2023-03-13 01:23:35.810390,1779.0,2840.0,2
2023-03-13 01:23:57.154264,2768.0,1643.0,2
2023-03-13 01:24:18.498138,2788.0,1964.0,2
2023-03-13 01:24:39.842012,2019.0,1004.0,2
2023-03-13 01:25:01.185886,1515.0,973.0,2
2023-03-13 01:25:22.529760,1124.0,2057.0,2
2023-03-13 01:25:43.873634,1192.0,2202.0,2
2023-03-13 01:26:05.217508,1614.0,2087.0,2
