ptime,onid,dnid,prio
2023-03-13 00:00:21.343874,1502.0,2494.0,1
2023-03-13 00:00:42.687748,1064.0,1302.0,1
2023-03-13 00:01:04.031622,1199.0,1333.0,1
2023-03-13 00:01:25.375496,1821.0,2336.0,1
2023-03-13 00:01:46.719370,1698.0,2467.0,1
2023-03-13 00:02:08.063244,1576.0,1190.0,2
2023-03-13 00:02:29.407118,19.0,297.0,2
2023-03-13 00:02:50.750992,2254.0,1484.0,2
2023-03-13 00:03:12.094866,2023.0,2026.0,2
2023-03-13 00:03:33.438740,1447.0,1566.0,2
2023-03-13 00:03:54.782614,2254.0,1819.0,1
2023-03-13 00:04:16.126488,1154.0,1356.0,1
2023-03-13 00:04:37.470362,2715.0,2396.0,1
2023-03-13 00:04:58.814236,1710.0,2985.0,1
2023-03-13 00:05:20.158110,974.0,617.0,2
2023-03-13 00:05:41.501984,1371.0,2161.0,2
2023-03-13 00:06:02.845858,2069.0,1769.0,2
2023-03-13 00:06:24.189732,2252.0,2894.0,2
2023-03-13 00:06:45.533606,217.0,1101.0,2
2023-03-13 00:07:06.877480,2491.0,2791.0,1
2023-03-13 00:07:28.221354,2664.0,2788.0,1
2023-03-13 00:07:49.565228,725.0,617.0,1
2023-03-13 00:08:10.909102,238.0,557.0,1
2023-03-13 00:08:32.252976,299.0,1117.0,2
2023-03-13 00:08:53.596850,1749.0,865.0,2
2023-03-13 00:09:14.940724,2848.0,1889.0,2
2023-03-13 00:09:36.284598,557.0,798.0,2
2023-03-13 00:09:57.628472,2383.0,2176.0,2
2023-03-13 00:10:18.972346,2207.0,811.0,1
2023-03-13 00:10:40.316220,2140.0,1932.0,1
2023-03-13 00:11:01.660094,118.0,2047.0,1
2023-03-13 00:11:23.003968,2855.0,1286.0,1
2023-03-13 00:11:44.347842,1695.0,1303.0,2
2023-03-13 00:12:05.691716,2260.0,1971.0,2
2023-03-13 00:12:27.035590,2045.0,2859.0,2
2023-03-13 00:12:48.379464,1134.0,145.0,2
2023-03-13 00:13:09.723338,27.0,1274.0,2
2023-03-13 00:13:31.067212,1243.0,1749.0,1
2023-03-13 00:13:52.411086,2052.0,1080.0,1
2023-03-13 00:14:13.754960,1590.0,946.0,1
2023-03-13 00:14:35.098834,54.0,877.0,1
2023-03-13 00:14:56.442708,630.0,112.0,2
2023-03-13 00:15:17.786582,1223.0,2984.0,2
2023-03-13 00:15:39.130456,1785.0,2186.0,2
2023-03-13 00:16:00.474330,434.0,1767.0,2
2023-03-13 00:16:21.818204,817.0,1896.0,2
2023-03-13 00:16:43.162078,1769.0,1349.0,1
2023-03-13 00:17:04.505952,2634.0,3209.0,1
2023-03-13 00:17:25.849826,919.0,629.0,1
2023-03-13 00:17:47.193700,891.0,1553.0,1
2023-03-13 00:18:08.537574,1489.0,1957.0,2
2023-03-13 00:18:29.881448,1957.0,2370.0,2
2023-03-13 00:18:51.225322,2894.0,2380.0,2
2023-03-13 00:19:12.569196,745.0,1136.0,2
2023-03-13 00:19:33.913070,2383.0,1954.0,2
2023-03-13 00:19:55.256944,1249.0,1450.0,1
2023-03-13 00:20:16.600818,2165.0,2492.0,1
2023-03-13 00:20:37.944692,744.0,162.0,1
2023-03-13 00:20:59.288566,263.0,54.0,1
